hh,mm,x (min in day),y0,y1,y2
10,36,636,13708.52,410216.362,1.842
10,39,639,13763.78,359808.615,1.357
10,45,645,11550.15,227800.022,1.415
10,48,648,11599.663,310871.495,1.279
10,51,651,17533.952,393999.667,2.137
10,54,654,10976.043,133399.312,1.258
10,57,657,15377.763,346115.209,2.023
11,0,660,26770.725,376086.154,2.511
11,3,663,24080,419014.382,2.612
11,6,666,13215.735,325059.669,1.287
11,9,669,14706.696,262551.696,1.995
11,12,672,16307.094,314414.055,1.751
11,15,675,14414.093,319764,1.628
11,18,678,6315.38,83573.69,0.877
11,21,681,11865.691,164789.76,1.577
11,24,684,14164.225,271648.989,1.663
11,27,687,8313.137,149143.781,1.23
11,30,690,16922.609,498928.304,1.701
11,33,693,11331.665,190665.698,1.441
11,36,696,19998.243,868223.353,2.439
11,39,699,13934.789,374034.551,2.07
11,42,702,8158.089,100678.267,1.122
11,45,705,7884.045,96979.865,1.112
11,48,708,23862.192,587147.435,2.384
11,51,711,10898.455,257400.508,1.328
11,57,717,14410.479,288996.259,1.487
12,0,720,7341.487,91414.366,0.979
12,3,723,7442.571,80494.048,1.018
12,6,726,71657.582,5089741.966,1.74
12,9,729,18551.646,374671.116,2.37
12,12,732,52826.79,2231627.856,1.841
12,18,738,18819.543,540661.463,2.257
12,21,741,8411.868,188980.352,1.11
12,27,747,15201.85,435944.49,1.61
12,30,750,12319.912,235078.11,1.527
12,33,753,15783.227,314222.545,2.04
12,36,756,13529.081,553384.519,1.114
12,39,759,16553.564,321189.899,1.927
12,42,762,7234.961,81419.138,1.028
12,48,768,12439.619,294761.569,1.566
12,51,771,27726.578,743691.422,2.928
12,54,774,25202.968,433220.774,2.731
12,57,777,11124.389,298282.88,1.291
13,0,780,14886.022,258789.055,1.967
13,3,783,22878.282,512857.085,2.605
13,6,786,11328.136,170201.13,1.667
13,9,789,27633.296,817908.469,3.162
13,12,792,24585.617,556084.553,2.681
13,15,795,11086.558,167793.907,1.541
13,18,798,16894.522,195296.087,2.538
13,21,801,12068.276,366827.724,1.259
13,24,804,15828.766,397174.383,1.979
13,27,807,20039.861,258355.838,2.081
13,30,810,8358.436,133268.201,1.117
13,33,813,15936.313,361260.737,1.821
13,36,816,8907.225,152332.398,1.429
13,39,819,10682.728,174283.376,1.41
13,42,822,34087.067,898275.822,3.467
13,45,825,10984.043,356643.166,1.123
13,48,828,21902.428,782915.792,1.908
13,51,831,25499.71,1272245.006,1.726
13,54,834,15601.967,662082.536,1.12
13,57,837,15074.034,509811.525,1.723
14,0,840,8474.542,150979.542,1.224
14,3,843,12899.356,270152.92,1.5
14,6,846,12708.297,221714.88,1.406
14,9,849,13377.254,249061.535,1.557
14,12,852,15750.126,319343.497,1.834
14,15,855,10776.84,340188.508,1.508
14,18,858,9197.074,203656.731,1.246
14,21,861,14031.178,467514.638,1.622
14,24,864,14877.757,649423.45,1.238
14,27,867,15967.29,197806.249,2.071
14,30,870,16095.072,414413.967,1.934
13,42,822,108319.381,4374361.989,2.762
13,45,825,137531.591,6775670.409,4.892
13,48,828,74816.656,3773699.104,2.404
13,51,831,84293.243,3292804.429,2.797
13,54,834,78019.435,4289866.391,3.065
13,57,837,134396.356,6032833.067,3.672
14,0,840,66764.284,2923563.628,2.601
14,3,843,10230.034,214244.434,1.389
14,6,846,132106.186,5638761.18,4.699
14,9,849,74676.727,5580231.455,4.011
14,12,852,66164.659,3386853.495,3.484
14,15,855,55904.09,2307846.157,2.36
14,18,858,34050.186,1399299.454,1.956
14,21,861,13106.011,655296.358,1.346
14,24,864,118029.834,6760878.762,3.796
14,27,867,114944.134,4857215.955,3.983
14,30,870,80310.232,3187298.652,3.011
14,33,873,254704.522,10510385.74,5.75
14,36,876,55129.829,3145086.491,3.034
14,39,879,26660.311,545716.533,2.711
14,42,882,18422.089,424188.444,1.817
14,45,885,10573.967,228503.956,1.204
14,48,888,139804.535,8489780.578,4.893
14,51,891,129987.787,8062056.899,4.751
14,54,894,26339.826,1208326.435,1.571
14,57,897,29533.605,1890763.977,1.339
15,0,900,46691.575,2552410.369,3.039
15,3,903,47665.956,1306905.511,1.806
15,6,906,62078.418,2343796.176,2.698
15,9,909,58333.626,4035306.198,2.478
15,12,912,116633.137,6288921.005,5.678
15,15,915,148597.363,6645684.571,2.604
15,18,918,233072.744,11168468.88,6.581
15,21,921,74509.639,5580350.907,3.443
15,24,924,94879.106,6923760.804,4.682
15,27,927,91606.844,3298302.178,3.4
15,30,930,58047.956,3833579.628,3.24
15,33,933,163757.062,8486813.469,4.316
15,36,936,44692.284,1806685.639,3.131
15,39,939,19335.051,818419.435,0.944
15,42,942,126670.895,7614411.624,4.541
15,45,945,76138.813,4434854.022,3.291
15,48,948,189311.684,10670848.9,5.621
15,51,951,56509.966,2687204.791,4.13
15,54,954,102267.067,5351959.289,3.267
15,57,957,34554.74,2752597.967,2.365
16,0,960,26249.174,822031.435,2.364
16,3,963,115633.079,6370726.966,3.966
16,6,966,49892.879,3374579.824,2.967
16,9,969,207383.598,8056209.966,6.983
16,12,972,55095.735,1483090.077,3.326
16,15,975,32330.194,2281723.566,1.594
16,18,978,56705.067,3326719.822,2.467
16,21,981,106301.609,4251143.87,2.696
16,24,984,43712.316,1483020.023,1.734
16,27,987,61560.696,3591572.043,2.717
16,30,990,30508.889,2111440.844,1.739
16,33,993,133632.356,6612484.489,4.406
16,36,996,37314.545,2857977.909,2.312
16,39,999,26479.217,1281862.957,1.446
16,42,1002,23243.516,988871.385,1.39
16,45,1005,14078.437,247532.69,1.149
16,48,1008,139690.756,7159158.356,4.044
16,51,1011,51134.022,1535033.319,3.214
16,54,1014,108250.933,5172357.956,4.161
16,57,1017,137668.225,7698458.022,5.843
17,0,1020,17228.87,459478.13,1.571
17,3,1023,67313.385,4074852.648,3.698
17,6,1026,152669.455,6276948.545,4.739
17,9,1029,134199.738,6552145.88,4.672
17,12,1032,23183.593,703636.339,2.548
17,15,1035,104698.495,4057280.817,2.516
17,18,1038,45986.622,2402225.689,3.178
17,21,1041,51419.616,2739814.734,3.017
17,24,1044,43324.906,1620755.845,2.79
17,27,1047,55890.279,2839796.737,2.38
17,30,1050,143650.404,6630253.115,4
17,33,1053,222987.326,9745978.067,8.011
17,36,1056,110608.622,4646723.644,5.233
17,39,1059,163866.637,6500722.86,5.402
17,42,1062,66753.303,3862087.011,1.961
17,45,1065,10736.306,244668.372,1.322
17,48,1068,40850.356,1042804.8,2.883
17,51,1071,47943.464,3039684.335,2.14
17,54,1074,30170.623,2147746.186,1.508
17,57,1077,166841.195,8722492.506,9.046
18,0,1080,112258.526,7771849.389,4.747
18,3,1083,101395.422,6039181.503,3.757
18,6,1086,57300.61,2154149.65,1.836
18,9,1089,31241.826,881998.435,3.109
18,12,1092,44422.769,2224413.231,2.28
18,15,1095,16418.387,387560.442,1.674
18,18,1098,128714.933,6427320.978,4.933
18,21,1101,83829.831,3729041.853,4.237
18,24,1104,102505.443,4338268.459,2.885
18,27,1107,115133.182,5126236.227,3.017
18,30,1110,93606.541,5910091.713,3.166
18,33,1113,59875.273,3183796.364,2.67
18,36,1116,51404.533,4168751.022,2.678
18,39,1119,115323.111,6412788.356,3.633
18,42,1122,40653.304,2099928.565,1.701
18,45,1125,76912.894,3760859.397,3.369
18,48,1128,79870.718,4964112.972,3.044
18,51,1131,26253.156,1820390.978,1.428
18,54,1134,101084.541,4926855.957,2.903
18,57,1137,68927.402,6998652.276,4.247
19,0,1140,118040.309,8021490.166,5.188
19,3,1143,129442.011,6993692.737,5.905
19,6,1146,90886.851,5857298.343,3.884
19,9,1149,108189.039,7982438.365,4.53
19,12,1152,26103.011,2112042.517,1.472
19,15,1155,53219.733,4189643.2,3.444
19,18,1158,64584.497,4196042.305,2.814
19,21,1161,15278.13,333865.565,1.342
19,24,1164,105595.307,5615663.33,3.369
19,27,1167,152185.326,7084830.586,6.68
19,30,1170,222957.559,8533824.316,3.949
19,33,1173,129662.339,6825798.601,3.896
19,36,1176,12160,541572.559,1.704
19,39,1179,48800.087,2398460.652,2.12
19,42,1182,76966.607,3296911.91,4.27
19,45,1185,19729.691,605500.16,0.966
19,48,1188,74231.144,2914902.545,1.588
19,51,1191,28954.994,925192.581,0.654
19,54,1194,100492.584,4144378.022,2.685
19,57,1197,176513.136,9374940.273,5.739
20,0,1200,82277.087,4368695.043,3.918
20,3,1203,104823.598,5020821.095,2.413
20,6,1206,79824.933,5484706.044,3.828
20,9,1209,15554.26,685814.644,1.062
20,12,1212,53316.67,2195744.303,1.643
20,15,1215,78844.364,4496535.682,3.591
20,18,1218,27672.972,644167.249,2.066
20,21,1221,48601.022,2628701.867,3.356
20,24,1224,28560.602,1072936.645,1.978
20,27,1227,88725.517,5292950.391,2.672
20,30,1230,57901.407,2146027.209,2.192
20,33,1233,98833.348,3854434.067,3.152
20,36,1236,9449.956,141629.556,1.072
20,39,1239,150534.586,7252135.602,3.558
20,42,1242,26784.308,928424,1.654
20,45,1245,131743.186,4122807.729,2.079
20,48,1248,65229.702,4020911.867,2.094
20,51,1251,94318.257,5897261.676,2.86
20,54,1254,81434.726,2492656.804,2.14
20,57,1257,47701.899,2330588.514,2.134
21,0,1260,138580.022,6201207.956,2.956
21,3,1263,116053.6,5500021.689,3.117
21,6,1266,41763.244,2613211.067,3.828
21,9,1269,28452.972,991513.04,2.531
21,12,1272,26119.087,1466410.609,0.967
21,15,1275,88634.966,2258623.236,1.511
21,18,1278,82713.438,3992494.022,2.612
21,21,1281,18495.519,717976.568,1.552
21,24,1284,46395.754,3612731.397,2.296
21,27,1287,54013.778,2029323.022,1.339
21,30,1290,133511.293,4492629.923,3.663
21,33,1293,6812.655,137535.503,0.797
21,36,1296,8273.275,219708.264,0.742
21,39,1299,10147.689,585598.133,1.478
21,42,1302,10395,251673.043,1.201
21,45,1305,33111.31,2133054.299,1.546
21,48,1308,40233.238,2244414.762,2.365
21,51,1311,8614.32,206126.718,0.646
21,54,1314,46947.467,2815846.178,2.089
21,57,1317,4498,82967.867,0.578
22,0,1320,98605.569,4738183.425,3.083
22,3,1323,17553.743,807885.497,1.324
22,6,1326,33409.061,1490785.856,2.707
22,9,1329,14511.732,401038.034,0.972
22,12,1332,15491.867,434764.756,1.161
22,15,1335,36422.711,2386427.911,2.194
22,18,1338,85828.862,4305632,2.503
22,21,1341,12494.652,305331.191,0.86
22,24,1344,28424.923,2053056.044,1.489
22,27,1347,46672.492,2453745.564,2.832
22,30,1350,3615.381,54697.193,0.492
22,33,1353,5703.106,170043.665,0.721
22,36,1356,6388.311,107317.733,0.822
22,39,1359,6247.955,109075.173,0.844
22,42,1362,6063.823,110266.917,0.707
22,45,1365,6499.461,127487.011,0.854
22,48,1368,3898.519,60832.575,0.541
22,51,1371,30928.265,2133176.265,2.315
22,54,1374,16875.422,451842.267,1.883
22,57,1377,7318.615,277744.715,0.81
23,0,1380,34550.154,1993506.33,1.357
23,3,1383,37861.393,1691635.91,1.938
23,6,1386,14925.878,399527.912,1.138
23,9,1389,3646.578,67362.222,0.517
23,12,1392,6135.419,120315.888,0.916
23,15,1395,4052.066,130229.436,0.536
23,18,1398,33451.067,2069059.022,1.756
23,21,1401,4360.311,97301.333,0.606
23,24,1404,11625.609,265783.464,1.279
23,27,1407,4611.289,65731.867,0.689
23,30,1410,126134.637,5719281.582,2.868
23,33,1413,3442.157,51680.404,0.483
23,36,1416,34334.232,1988938.387,1.459
23,39,1419,17090.202,682748.36,1.208
23,42,1422,3282.536,51656,0.464
23,45,1425,4945.808,131517.153,0.576
23,48,1428,18130.608,807762.033,1.486
23,51,1431,4839.511,74320.889,0.622
23,54,1434,3424.622,56616.622,0.489
23,57,1437,3421.333,52490.267,0.5
0,0,0,47955.716,2037189.421,1.322
0,3,3,120352.045,4620835.345,2.989
0,6,6,6411.845,186268.199,0.785
0,9,9,17066.279,701486.972,0.71
0,12,12,41534.242,2043651.736,1.368
0,15,15,5376.225,95974.247,0.702
0,18,18,3488.089,49226.133,0.511
0,21,21,3867.182,80572.376,0.525
0,24,24,10687.2,363379.689,1.006
0,27,27,7103.067,128545.289,0.783
0,30,30,5634.95,100502.704,0.704
0,33,33,4032.978,73991.022,0.494
0,36,36,24542.222,2003152,1.383
0,39,39,37956.648,2356304.849,1.86
0,42,42,5340,108341.435,0.793
0,45,45,3565.034,47968.225,0.522
0,48,48,7111.781,170679.388,0.885
0,51,51,3912.045,64416.864,0.574
0,54,54,4979.022,114365.2,0.733
0,57,57,40841.462,1937348.516,2.446
1,0,60,60120.955,2283654.545,1.733
1,3,63,3528.36,49978.202,0.511
1,6,66,4631.204,88866.785,0.652
1,9,69,5706.298,90154.917,0.729
1,12,72,14178.067,498674.876,1.573
1,15,75,4314.044,92509.467,0.644
1,18,78,3398.453,45856.575,0.475
1,21,81,4413.663,71920.629,0.629
1,24,84,4635.138,126454.983,0.602
1,27,87,3286.286,49926.11,0.478
1,30,90,3717.888,58710.966,0.528
1,33,93,3883.403,75781.967,0.547
1,36,96,4842.829,83242.608,0.635
1,39,99,8542.022,158082.112,1.006
1,42,102,3336.84,46217.414,0.475
1,45,105,6404.135,157565.978,0.73
1,48,108,4999.337,92920.884,0.696
1,51,111,34775.249,3864842.873,2.011
1,54,114,52756.578,2298562.8,1.517
1,57,117,53280.494,1736361.034,1.213
2,0,120,5412,87402.022,0.61
2,3,123,4682.933,71549.867,0.572
2,6,126,6325.156,126892.578,0.717
2,9,129,33772.711,2019372.267,1.417
2,12,132,3978.711,57904.178,0.55
2,15,135,4446.337,80929.663,0.64
2,18,138,4287.2,126350.844,0.583
2,21,141,7081.061,130814.276,1.011
2,24,144,3333.79,55481.591,0.514
2,27,147,5040.133,98151.204,0.713
2,30,150,4359.151,65540.291,0.642
2,33,153,4135.514,136728.751,0.657
2,36,156,4518.247,86472.989,0.607
2,39,159,4084.872,69361.207,0.575
2,42,162,32167.473,1563324,1.275
2,45,165,3985.414,111445.436,0.547
2,48,168,3256.629,50415.101,0.494
2,51,171,6649.414,123874.122,0.878
2,54,174,6158.4,109636.844,0.822
2,57,177,3730.8,66078.178,0.528
18,51,1131,80205.289,1715787.511,3.944
18,54,1134,111186.324,4179788.872,2.693
18,57,1137,8247.611,236590.054,0.919
19,0,1140,157643.39,8002578.169,5.209
19,3,1143,75284.545,2652497.364,3.307
19,6,1146,32128.444,2064648.356,2.078
19,9,1149,42899.536,3062366.144,3.243
19,12,1152,113921.105,5289394.961,3.459
19,15,1155,262193.495,10302704.44,5.907
19,18,1158,71487.273,3381840.955,2.739
19,21,1161,17060.109,2085452.984,1.421
19,24,1164,12863.017,277496.089,1.458
19,27,1167,32541.911,2144252.711,2.144
19,30,1170,126412.641,6677626.077,3.47
19,33,1173,90433.743,5462686.793,3.039
19,36,1176,252214.857,13254841.98,7.857
19,39,1179,103400.089,6273512.849,4.894
19,42,1182,77313.511,4900685.467,3.528
19,45,1185,91596.641,4063955.05,3.238
19,48,1188,171429.05,10022747.89,5.76
19,51,1191,47629.422,2463937.022,3.122
19,54,1194,75201.739,4483668.913,3.228
19,57,1197,95010.773,5789664.409,3.96
20,0,1200,67210.756,3587451.156,3.044
20,3,1203,43164.225,2381844.719,2.09
20,6,1206,16225.73,417098.724,1.676
20,9,1209,37827.545,1135352.318,2.057
20,12,1212,208629.436,6569897.061,5.099
20,15,1215,143248.8,7223979.378,3.75
20,18,1218,177157.127,9047082.785,4.586
20,21,1221,60827.461,2240774.337,2.129
20,24,1224,88736.311,3132768.222,2.483
20,27,1227,59929.333,4092313.022,2.694
20,30,1230,72476.489,3586235.289,2.528
20,33,1233,133344.933,6157649.778,2.956
20,36,1236,62319.028,4860057.017,4.116
20,39,1239,89092.156,4822769.073,4.101
20,42,1242,74617.156,4122222.978,2.678
20,45,1245,116907.2,6330106.356,4.961
20,48,1248,108021.721,8200655.33,4.324
20,51,1251,15914.652,402928.088,1.68
20,54,1254,121509.89,4832082.901,6.137
20,57,1257,47354.022,2162745.348,1.444
21,0,1260,6815.475,148860.197,0.869
21,3,1263,126459.191,5967981.034,4.118
21,6,1266,133184,6630246.168,5.575
21,9,1269,89170.876,3902973.663,2.893
21,12,1272,69903.209,2700710.198,2.962
21,15,1275,11946.056,242046.57,1.296
21,18,1278,117891.762,6128557.838,3.876
21,21,1281,106952.368,6164619.954,3.109
21,24,1284,137056.396,7531788,4.033
21,27,1287,142254.844,8119130.356,4.917
21,30,1290,69967.775,4147532.584,2.657
21,33,1293,22818.593,541287.033,2.258
21,36,1296,70057.422,4165920.889,3.317
21,39,1299,6273.911,141718.267,0.789
21,42,1302,6099.111,114623.067,0.894
21,45,1305,16273.393,278213.708,1.691
21,48,1308,9284.879,357538.066,1.115
21,51,1311,66763.933,2501473.52,4.196
21,54,1314,32678.011,1364978.298,1.691
21,57,1317,15048.978,393793.378,1.572
22,0,1320,96583.553,4297900.246,2.894
22,3,1323,81850.608,4649316.95,2.619
22,6,1326,20297.067,1211775.733,2.05
22,9,1329,23845.422,1159398.356,1.528
22,12,1332,33342.972,1606390.078,1.994
22,15,1335,47122.917,2863656.442,1.635
22,18,1338,11816.844,325575.289,1.083
22,21,1341,8559.056,174609.933,1.135
22,24,1344,63323.868,3883986.945,2.209
22,27,1347,18096.444,563199.511,1.189
22,30,1350,72396.489,3556711.6,2.022
22,33,1353,50074.622,2156177.156,1.939
22,36,1356,65325.156,2117708.222,1.8
22,39,1359,4637.095,63343.553,0.609
22,42,1362,84385.341,4042681.073,2.564
22,45,1365,3639.333,44898.267,0.533
22,48,1368,10587.824,208442.593,1.17
22,51,1371,12669.6,504463.244,1.05
22,54,1374,10884.862,237893.702,1.26
22,57,1377,39240.225,3118947.82,2.264
23,0,1380,42881.626,2988500.308,1.648
23,3,1383,35182.876,2251736.404,2.404
23,6,1386,76894.099,4809874.785,3.845
23,9,1389,30477.318,963484.425,0.877
23,12,1392,19767.735,564329.724,1.641
23,15,1395,19068.756,357024.178,1.817
23,18,1398,63267.888,2829113.251,2.447
23,21,1401,16749.333,945067.956,1.239
23,24,1404,4476.267,74904.622,0.661
23,27,1407,4547.531,61720.223,0.71
23,30,1410,47742.522,2793135.522,2.321
23,33,1413,3602.486,41487.774,0.48
23,36,1416,47597.304,1468035.978,1.718
23,39,1419,21828.311,1355818.489,0.839
23,42,1422,50088.933,2348922.667,2.217
23,45,1425,50193.933,1091802.427,1.337
23,48,1428,5172.659,60064.264,0.61
23,51,1431,32699.128,2845613.453,1.922
23,54,1434,41822.844,1418934.8,1.044
23,57,1437,67819.713,4174329.414,2.696
0,0,0,5852.818,97162.387,0.785
0,3,3,43970.517,1603715.865,2.264
0,6,6,8196.693,108646.838,0.894
0,9,9,44909.083,1759569.635,1.619
0,12,12,11716.243,112106.608,0.972
0,15,15,6597.542,143265.475,0.698
0,18,18,7464.711,130787.867,0.839
0,21,21,3561.111,61952.756,0.506
0,24,24,39109.702,3921460.464,2.138
0,27,27,6479.416,112363.056,0.82
0,30,30,7991.165,129621.231,0.934
0,33,33,50058.382,2016128.764,1.264
0,36,36,4066.681,52227.736,0.544
0,39,39,6782.089,111917.289,0.839
0,42,42,11700.514,408619.62,0.866
0,45,45,31222.895,1584376.088,1.061
0,48,48,52785.43,1685045.631,1.223
0,51,51,15448.133,400528.622,0.883
0,54,54,3725.967,49059.58,0.558
0,57,57,55788.178,3093328.889,1.928
1,0,60,6355.822,113259.378,0.856
1,3,63,8513.028,107239.955,0.832
1,6,66,4502.497,64943.867,0.68
1,9,69,20133.6,892148.044,1.294
1,12,72,11418.311,407780.667,1.533
1,15,75,5700.022,76393.743,0.877
1,18,78,4727.111,71610.044,0.7
1,21,81,5451.733,68352.844,0.783
1,24,84,7054.276,107220.11,1.022
1,27,87,5558.257,103866.994,0.682
1,30,90,7033.073,136207.061,0.816
1,33,93,3579.05,40641.282,0.453
1,36,96,5673.911,102270.978,0.739
1,39,99,3519.6,46456.133,0.506
1,42,102,7169.778,149191.422,0.878
1,45,105,64401.547,4659180.818,2.635
1,48,108,25743.022,1317710,1.739
1,51,111,43423.422,2940372.4,1.628
1,54,114,21534.704,1114030.927,1.05
1,57,117,4319.824,50471.824,0.593
2,0,120,22307.934,2072352.044,1.674
2,3,123,5260.545,122202.773,0.739
2,6,126,3149.802,42053.011,0.451
2,9,129,3276.514,45238.48,0.486
2,12,132,77687.429,2210330.374,1.61
2,15,135,70454.644,2160040.814,1.542
2,18,138,4702.844,76022.267,0.622
2,21,141,4643.604,85891.516,0.643
2,24,144,6580.264,129171.648,0.78
2,27,147,3321.573,47091.685,0.494
2,30,150,23067.689,835218.178,1.122
2,33,153,35140.199,1274155.492,0.972
2,36,156,6677.721,102222.302,0.877
2,39,159,6962.489,154681.022,0.878
2,42,162,71073.2,3954897.111,2.044
2,45,165,4743.106,81770.279,0.637
2,48,168,49795.315,2004132.199,1.392
2,51,171,66568.44,3943367.868,2.324
2,54,174,5365.636,150753.273,0.568
2,57,177,27165.202,711034.186,1.989
3,0,180,75984.179,2584933.453,1.95
3,3,183,111776.756,5673336.933,3.467
3,6,186,3367.602,41933.127,0.481
3,9,189,28157.408,2018680.402,1.374
3,12,192,140589.657,6056497.724,3.138
3,15,195,27513.475,2122827.933,1.693
3,18,198,10863.511,279682.222,0.789
3,21,201,19852.089,517481.067,1.956
3,24,204,88126.615,3982883.531,2.14
3,27,207,5014.718,102979.89,0.685
3,30,210,3905.778,58568.222,0.539
3,33,213,4833.022,89055.378,0.733
3,36,216,34612.603,3261132.201,1.821
3,39,219,45343.514,2937571.05,2.597
3,42,222,9051.934,160025.326,1.033
3,45,225,33318.978,1487197.422,1.667
3,48,228,55805.392,2615373.304,2.215
3,51,231,69714.505,4928711.341,2.484
3,54,234,43588.891,2266533.029,1.44
3,57,237,49157.055,2085574.549,1.67
4,0,240,96540.978,4277241.067,3.489
4,3,243,75522.933,2350418.978,2.961
4,6,246,90705.663,4047147.685,2.191
4,9,249,98637.644,7098696.844,3.594
4,12,252,68058.066,3262384.791,2.995
4,15,255,61034.816,6461049.52,3.212
4,18,258,102731.2,5553225.956,2.794
4,21,261,60701.363,1691709.582,4.516
4,24,264,70498.607,3325899.461,1.556
4,27,267,7016.933,79379.733,0.983
4,30,270,70461.733,4063033.289,2.6
4,33,273,105867.244,6472534.578,3.378
4,36,276,32246.876,2060276.989,1.86
4,39,279,155682.989,7375818.462,4.28
4,42,282,70758.978,3941125.333,3.861
4,45,285,68101.556,2247056.8,3.1
4,48,288,75626.311,4217432.711,2.589
4,51,291,28808.4,850640.267,2.661
4,54,294,131388.156,6285893.363,4.128
4,57,297,71821.392,3960312.928,2.337
5,0,300,19349.333,2162013.2,1.839
5,3,303,5410.133,99554.889,0.856
5,6,306,118831.371,4167660.809,2.489
5,9,309,52418.945,2735985.011,1.72
5,12,312,78577.822,2820041.111,2.378
5,15,315,69063.111,5592813.822,3.117
5,18,318,77333.451,3971456,2.308
5,21,321,27862.427,2131688.404,1.91
5,24,324,60659.281,2873517.528,1.848
5,27,327,98268.571,3526215.473,2.297
5,30,330,8995.822,161359.422,1.044
5,33,333,6358.889,134289.289,0.828
5,36,336,127287.911,5734939.486,3.173
5,39,339,19663.956,620718.674,1.503
5,42,342,88576.265,5984732.729,4.768
5,45,345,121964.872,6023674.369,5.162
5,48,348,78152.8,3108596.489,2.261
5,51,351,84927.022,3167012.356,4.8
5,54,354,141713.503,8027045.392,4.47
5,57,357,60514.311,2676413.2,3.756
6,0,360,53538.831,3114753.438,2.225
6,3,363,143927.082,5148380.503,5.142
6,6,366,191246.525,8188818.324,4.642
6,9,369,213287.955,9160135.548,4.853
6,12,372,82231.213,5126509.246,3.104
6,15,375,6517.229,146393.832,0.737
6,18,378,277983.116,15565236.99,4.238
6,21,381,191198.615,16210792.85,4.615
6,24,384,142358.63,8041866.033,5.171
6,27,387,54922.235,2333857.832,1.816
6,30,390,105862.586,4166365.083,3.492
6,33,393,110361.778,9099359.422,4.922
6,36,396,274747.689,14551575.64,3.378
6,39,399,218194.044,10492057.38,6.65
6,42,402,101900.899,6401502.517,4.449
6,45,405,54669.143,2118170.198,2.148
6,48,408,254872.177,12861587.27,6.409
6,51,411,192637.062,9579559.955,6.887
6,54,414,170782.725,8899518.374,5.484
6,57,417,119412.356,9220643.022,3.994
7,0,420,213058.11,8292975.473,5.385
7,3,423,145965.153,6630068.384,5.983
7,6,426,85693.006,6712314.056,6.927
7,9,429,117887.868,6839554.242,5.187
7,12,432,47814.762,1800485.304,1.674
7,15,435,196705.495,9313356.527,5.945
7,18,438,146165.379,6842774.437,6.322
7,21,441,343856.692,14875661.36,7.827
7,24,444,222790.099,12861205.7,6.657
7,27,447,154458.667,8258120.368,4.546
7,30,450,105149.13,5337902.174,3.136
7,33,453,66863.553,3113794.682,4.028
7,36,456,168795.397,7028426.95,5.514
7,39,459,201453.055,8618399.297,4.934
7,42,462,231857.733,8834527.822,6.456
7,45,465,122250.682,6453681.636,4.733
7,48,468,205651.783,8597528.13,5.397
7,51,471,145236.961,6541716.603,4.05
7,54,474,66638.188,4307041.591,2.956
7,57,477,59941.333,2313298.305,2.305
8,0,480,146329.88,6311861.989,4.24
8,3,483,90686.734,4283663.141,5.028
8,6,486,138547.165,6430771.516,4.137
8,9,489,76614.983,3676246.144,2.906
8,12,492,122656.135,6448257.124,4.416
8,15,495,137559.204,6724696.972,4.707
8,18,498,191753.618,8955519.056,6.747
8,21,501,83384.747,2630664.044,3.522
8,24,504,51796.818,2108319.602,1.856
8,27,507,128466.86,10563833.07,6.318
8,30,510,65005.288,1987626.215,5.096
8,33,513,192281.565,9640834.739,5.853
8,36,516,139436.835,6102115.824,6.956
8,39,519,83280.136,5630857.182,3.085
8,42,522,7358.286,139755.868,0.901
8,45,525,101213.695,4331560.588,5.13
8,48,528,161482.579,7453748.022,5.781
8,51,531,181653.244,7014849.244,4.761
8,54,534,249660.258,10811142.54,5.28
8,57,537,150922.59,6795098.543,4.601
9,0,540,237959.956,10914562.18,7.156
9,3,543,242755.279,9801760.175,5.973
9,6,546,260431.732,12852821.41,7.117
9,9,549,233884.899,12668523.24,6.989
9,12,552,61310.089,1459452.622,5.506
9,15,555,288839.412,12991347.07,7.164
9,18,558,156460.364,8052781.647,6.278
9,21,561,114003.955,8418703.636,5.676
9,24,564,344635.887,17864438.24,9.96
9,27,567,101162.186,4575304.568,4.366
9,30,570,253725.663,13030622.16,8.989
9,33,573,170029.055,10662106.42,6.566
9,36,576,90692.044,6495401.733,4.511
9,39,579,261375.121,10423962.24,5.912
9,42,582,119695.634,8592590.354,5.091
9,45,585,185990.27,11624870.27,6.151
22,42,1362,1408.044,39892.42,0.215
22,45,1365,739.665,14939.531,0.128
22,48,1368,1333.746,44524.729,0.21
22,51,1371,5581.911,171164.8,0.517
22,54,1374,1668.622,49282.444,0.256
22,57,1377,4952.622,119282.667,0.133
23,0,1380,1578.533,32227.422,0.289
23,3,1383,1172.916,21259.978,0.24
23,6,1386,25868.844,827552.978,1.611
23,9,1389,1816.088,30417.326,0.21
23,12,1392,3240.444,106234.667,0.306
23,15,1395,2379.709,37981.05,0.346
23,18,1398,21374.63,1296784.707,1.243
23,21,1401,18943.244,654143.911,0.828
23,24,1404,2685.81,43526.212,0.307
23,27,1407,908.331,21453.392,0.149
23,30,1410,1380.044,33792.088,0.187
23,33,1413,1289.763,26768.226,0.192
23,36,1416,20596.685,629520.884,0.746
23,39,1419,2346.8,35312,0.261
23,42,1422,1503.508,32365.944,0.235
23,45,1425,1128.884,22257.459,0.182
23,48,1428,1157.244,18500.8,0.15
23,51,1431,3217.079,54733.708,0.303
23,54,1434,2747.341,136516.308,0.22
23,57,1437,1142.346,30871.598,0.19
0,0,0,980.634,18574.557,0.158
0,3,3,3475.146,102385.663,0.337
0,6,6,1253.778,27069.644,0.178
